Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"AAMP","Angio Associated Migratory Cell Protein","Protein Coding","Q13685","48","GC02M218264","1.28359234333038","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAMP"
"ORMDL3","ORMDL Sphingolipid Biosynthesis Regulator 3","Protein Coding","Q8N138","49","GC17M039921","1.28357064723969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORMDL3"
"LINC01736","Long Intergenic Non-Protein Coding RNA 1736","RNA Gene","","12","GC01P232294","1.2834883928299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01736"
"ZZEF1","Zinc Finger ZZ-Type And EF-Hand Domain Containing 1","Protein Coding","O43149","38","GC17M004004","1.28343939781189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZZEF1"
"CYSTM1","Cysteine Rich Transmembrane Module Containing 1","Protein Coding","Q9H1C7","37","GC05P155458","1.283367395401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSTM1"
"CIB2","Calcium And Integrin Binding Family Member 2","Protein Coding","O75838","51","GC15M078104","1.28307843208313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB2"
"BEST1","Bestrophin 1","Protein Coding","O76090","55","GC11P061949","1.28229773044586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEST1"
"PLXND1","Plexin D1","Protein Coding","Q9Y4D7","55","GC03M129555","1.28184676170349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXND1"
"CLCN3","Chloride Voltage-Gated Channel 3","Protein Coding","P51790","57","GC04P169612","1.28086030483246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN3"
"MAP3K10","Mitogen-Activated Protein Kinase Kinase Kinase 10","Protein Coding","Q02779","51","GC19P040191","1.28082633018494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K10"
"P2RY14","Purinergic Receptor P2Y14","Protein Coding","Q15391","52","GC03M151212","1.28028619289398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY14"
"DGKQ","Diacylglycerol Kinase Theta","Protein Coding","P52824","53","GC04M000958","1.27995085716248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKQ"
"PRDM6","PR/SET Domain 6","Protein Coding","Q9NQX0","48","GC05P123089","1.27970719337463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM6"
"FASTKD5","FAST Kinase Domains 5","Protein Coding","Q7L8L6","42","GC20M004225","1.27968382835388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD5"
"RTF1","RTF1 Homolog, Paf1/RNA Polymerase II Complex Component","Protein Coding","Q92541","47","GC15P175151","1.27967500686646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTF1"
"MALRD1","MAM And LDL Receptor Class A Domain Containing 1","Protein Coding","Q5VYJ5","40","GC10P019048","1.27901256084442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALRD1"
"LBX2","Ladybird Homeobox 2","Protein Coding","Q6XYB7","39","GC02M074497","1.2785062789917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBX2"
"BNC1","Basonuclin Zinc Finger Protein 1","Protein Coding","Q01954","47","GC15M083255","1.27765202522278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC1"
"FRRS1L","Ferric Chelate Reductase 1 Like","Protein Coding","Q9P0K9","46","GC09M109130","1.27761244773865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRRS1L"
"PDZD8","PDZ Domain Containing 8","Protein Coding","Q8NEN9","47","GC10M117277","1.27756404876709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD8"
"PMS2P1","PMS1 Homolog 2, Mismatch Repair System Component Pseudogene 1","Pseudogene","A4D2B8","25","GC07M100320","1.27674627304077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS2P1"
"FAM156A","Family With Sequence Similarity 156 Member A","Protein Coding","Q8NDB6","31","GC0XM052926","1.27667307853699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM156A"
"DYNLRB2","Dynein Light Chain Roadblock-Type 2","Protein Coding","Q8TF09","50","GC16P080540","1.27660584449768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLRB2"
"SKOR1","SKI Family Transcriptional Corepressor 1","Protein Coding","P84550","46","GC15P067819","1.27631330490112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKOR1"
"MYO1F","Myosin IF","Protein Coding","O00160","47","GC19M008520","1.27627861499786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1F"
"ZNF544","Zinc Finger Protein 544","Protein Coding","Q6NX49","38","GC19P058228","1.27624690532684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF544"
"CYSRT1","Cysteine Rich Tail 1","Protein Coding","A8MQ03","32","GC09P147165","1.27624690532684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSRT1"
"ZNF407","Zinc Finger Protein 407","Protein Coding","Q9C0G0","45","GC18P074597","1.27601552009583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF407"
"HYI","Hydroxypyruvate Isomerase (Putative)","Protein Coding","Q5T013","41","GC01M043450","1.27569770812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYI"
"ADCY9","Adenylate Cyclase 9","Protein Coding","O60503","55","GC16M003953","1.27510237693787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY9"
"ANKS1B","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 1B","Protein Coding","Q7Z6G8","52","GC12M098726","1.27462697029114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS1B"
"SUMO3","Small Ubiquitin Like Modifier 3","Protein Coding","P55854","50","GC21M044805","1.27443790435791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO3"
"ZNF23","Zinc Finger Protein 23","Protein Coding","P17027","41","GC16M073874","1.27402257919312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF23"
"TOX4","TOX High Mobility Group Box Family Member 4","Protein Coding","O94842","42","GC14P021476","1.27376079559326","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOX4"
"LENG8","Leukocyte Receptor Cluster Member 8","Protein Coding","Q96PV6","41","GC19P133665","1.27364385128021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LENG8"
"CCDC61","Coiled-Coil Domain Containing 61","Protein Coding","Q9Y6R9","42","GC19P045995","1.27351272106171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC61"
"STARD10","StAR Related Lipid Transfer Domain Containing 10","Protein Coding","Q9Y365","47","GC11M133060","1.27350556850433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD10"
"RBM23","RNA Binding Motif Protein 23","Protein Coding","Q86U06","40","GC14M027888","1.27319288253784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM23"
"TMEM68","Transmembrane Protein 68","Protein Coding","Q96MH6","37","GC08M055696","1.2730633020401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM68"
"GDPD5","Glycerophosphodiester Phosphodiesterase Domain Containing 5","Protein Coding","Q8WTR4","44","GC11M133140","1.27298867702484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDPD5"
"GPR174","G Protein-Coupled Receptor 174","Protein Coding","Q9BXC1","43","GC0XP079144","1.27291691303253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR174"
"SLC27A1","Solute Carrier Family 27 Member 1","Protein Coding","Q6PCB7","51","GC19P132602","1.27290976047516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A1"
"ZNF763","Zinc Finger Protein 763","Protein Coding","Q0D2J5","41","GC19P011965","1.27207171916962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF763"
"HERPUD1","Homocysteine Inducible ER Protein With Ubiquitin Like Domain 1","Protein Coding","Q15011","46","GC16P056932","1.27202785015106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERPUD1"
"MIR516B2","MicroRNA 516b-2","RNA Gene","","18","GC19P053725","1.27143096923828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516B2"
"SELENOO","Selenoprotein O","Protein Coding","Q9BVL4","40","GC22P050201","1.27141869068146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOO"
"EPDR1","Ependymin Related 1","Protein Coding","Q9UM22","46","GC07P037926","1.27085399627686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPDR1"
"MCFD2","Multiple Coagulation Factor Deficiency 2, ER Cargo Receptor Complex Subunit","Protein Coding","Q8NI22","55","GC02M046901","1.27080202102661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCFD2"
"CHORDC1","Cysteine And Histidine Rich Domain Containing 1","Protein Coding","Q9UHD1","45","GC11M090200","1.27064514160156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHORDC1"
"NOM1","Nucleolar Protein With MIF4G Domain 1","Protein Coding","Q5C9Z4","45","GC07P156949","1.27062773704529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOM1"
"SLC39A10","Solute Carrier Family 39 Member 10","Protein Coding","Q9ULF5","51","GC02P195575","1.27049684524536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A10"
"NSUN7","NOP2/Sun RNA Methyltransferase Family Member 7","Protein Coding","Q8NE18","45","GC04P040751","1.27024245262146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN7"
"PILRA","Paired Immunoglobin Like Type 2 Receptor Alpha","Protein Coding","Q9UKJ1","48","GC07P100367","1.27013564109802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PILRA"
"P2RX2","Purinergic Receptor P2X 2","Protein Coding","Q9UBL9","56","GC12P132618","1.26981508731842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX2"
"PCED1A","PC-Esterase Domain Containing 1A","Protein Coding","Q9H1Q7","34","GC20M002835","1.26971077919006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCED1A"
"C1orf53","Chromosome 1 Open Reading Frame 53","Protein Coding","Q5VUE5","32","GC01P197903","1.26958608627319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf53"
"TRUB1","TruB Pseudouridine Synthase Family Member 1","Protein Coding","Q8WWH5","45","GC10P114938","1.26951062679291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRUB1"
"IDH3A","Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha","Protein Coding","P50213","55","GC15P078131","1.26884174346924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3A"
"ANKHD1","Ankyrin Repeat And KH Domain Containing 1","Protein Coding","Q8IWZ3","43","GC05P155462","1.2687908411026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKHD1"
"FEZ2","Fasciculation And Elongation Protein Zeta 2","Protein Coding","Q9UHY8","45","GC02M036519","1.26846981048584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZ2"
"MEGF8","Multiple EGF Like Domains 8","Protein Coding","Q7Z7M0","48","GC19P042325","1.2679340839386","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF8"
"NAXE","NAD(P)HX Epimerase","Protein Coding","Q8NCW5","54","GC01P156591","1.26778030395508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAXE"
"PTDSS1","Phosphatidylserine Synthase 1","Protein Coding","P48651","55","GC08P096261","1.26762938499451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTDSS1"
"SNRPC","Small Nuclear Ribonucleoprotein Polypeptide C","Protein Coding","P09234","49","GC06P156416","1.26762938499451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPC"
"ARL4D","ADP Ribosylation Factor Like GTPase 4D","Protein Coding","P49703","43","GC17P043398","1.2675347328186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL4D"
"AVPR1A","Arginine Vasopressin Receptor 1A","Protein Coding","P37288","58","GC12M063142","1.26681852340698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR1A"
"ELOVL7","ELOVL Fatty Acid Elongase 7","Protein Coding","A1L3X0","47","GC05M060751","1.26675736904144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL7"
"ATP9B","ATPase Phospholipid Transporting 9B (Putative)","Protein Coding","O43861","44","GC18P079069","1.2666529417038","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP9B"
"GMPS","Guanine Monophosphate Synthase","Protein Coding","P49915","55","GC03P155870","1.26602828502655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPS"
"PRPF6","Pre-MRNA Processing Factor 6","Protein Coding","O94906","51","GC20P063981","1.26602828502655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF6"
"SYT4","Synaptotagmin 4","Protein Coding","Q9H2B2","51","GC18M043267","1.26559591293335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT4"
"PAPLN","Papilin, Proteoglycan Like Sulfated Glycoprotein","Protein Coding","O95428","47","GC14P073286","1.2653169631958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPLN"
"ARFGAP1","ADP Ribosylation Factor GTPase Activating Protein 1","Protein Coding","Q8N6T3","51","GC20P063272","1.26531505584717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGAP1"
"SCCPDH","Saccharopine Dehydrogenase (Putative)","Protein Coding","Q8NBX0","41","GC01P246724","1.26487195491791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCCPDH"
"BTBD2","BTB Domain Containing 2","Protein Coding","Q9BX70","40","GC19M001985","1.26487195491791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD2"
"DERL1","Derlin 1","Protein Coding","Q9BUN8","47","GC08M123013","1.26483249664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DERL1"
"MLF2","Myeloid Leukemia Factor 2","Protein Coding","Q15773","45","GC12M032716","1.26483249664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLF2"
"STMN3","Stathmin 3","Protein Coding","Q9NZ72","41","GC20M063639","1.26474463939667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN3"
"MIR601","MicroRNA 601","RNA Gene","","17","GC09M123402","1.26474463939667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR601"
"SNORA69","Small Nucleolar RNA, H/ACA Box 69","RNA Gene","","22","GC0XM119787","1.26472294330597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA69"
"PDE3B","Phosphodiesterase 3B","Protein Coding","Q13370","55","GC11P014643","1.26377844810486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE3B"
"COPE","COPI Coat Complex Subunit Epsilon","Protein Coding","O14579","51","GC19M018899","1.26366853713989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPE"
"TMCO6","Transmembrane And Coiled-Coil Domains 6","Protein Coding","Q96DC7","40","GC05P156892","1.26296448707581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCO6"
"ABCD2","ATP Binding Cassette Subfamily D Member 2","Protein Coding","Q9UBJ2","54","GC12M039530","1.2627911567688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCD2"
"SRMS","Src-Related Kinase Lacking C-Terminal Regulatory Tyrosine And N-Terminal Myristylation Sites","Protein Coding","Q9H3Y6","45","GC20M063539","1.26244497299194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRMS"
"MIER1","MIER1 Transcriptional Regulator","Protein Coding","Q8N108","43","GC01P066924","1.26232171058655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIER1"
"KCNC3","Potassium Voltage-Gated Channel Subfamily C Member 3","Protein Coding","Q14003","58","GC19M101348","1.26230156421661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC3"
"RBM11","RNA Binding Motif Protein 11","Protein Coding","P57052","39","GC21P014216","1.26229763031006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM11"
"EBF3","EBF Transcription Factor 3","Protein Coding","Q9H4W6","51","GC10M129835","1.26226818561554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBF3"
"AQR","Aquarius Intron-Binding Spliceosomal Factor","Protein Coding","O60306","48","GC15M034851","1.26168406009674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQR"
"NPR2","Natriuretic Peptide Receptor 2","Protein Coding","P20594","60","GC09P060081","1.26135063171387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR2"
"SPNS1","SPNS Lysolipid Transporter 1, Lysophospholipid","Protein Coding","Q9H2V7","44","GC16P028974","1.26103162765503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPNS1"
"SLC25A12","Solute Carrier Family 25 Member 12","Protein Coding","O75746","59","GC02M171783","1.26071667671204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A12"
"SEPTIN10","Septin 10","Protein Coding","Q9P0V9","43","GC02M109543","1.26067638397217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN10"
"LDB3","LIM Domain Binding 3","Protein Coding","O75112","54","GC10P086666","1.2604455947876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDB3"
"NTNG1","Netrin G1","Protein Coding","Q9Y2I2","54","GC01P107140","1.26015102863312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTNG1"
"LTN1","Listerin E3 Ubiquitin Protein Ligase 1","Protein Coding","O94822","48","GC21M028928","1.2597644329071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTN1"
"LAYN","Layilin","Protein Coding","Q6UX15","41","GC11P112712","1.25960516929626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAYN"
"ARMCX1","Armadillo Repeat Containing X-Linked 1","Protein Coding","Q9P291","40","GC0XP101550","1.25960028171539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMCX1"
"FAM133B","Family With Sequence Similarity 133 Member B","Protein Coding","Q5BKY9","37","GC07M092560","1.25923228263855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM133B"
"PCP4","Purkinje Cell Protein 4","Protein Coding","P48539","46","GC21P039867","1.25856828689575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCP4"
"TMEM219","Transmembrane Protein 219","Protein Coding","Q86XT9","45","GC16P104914","1.25849843025208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM219"
"AGPAT5","1-Acylglycerol-3-Phosphate O-Acyltransferase 5","Protein Coding","Q9NUQ2","48","GC08P006708","1.25845241546631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT5"
"KCNK4","Potassium Two Pore Domain Channel Subfamily K Member 4","Protein Coding","Q9NYG8","53","GC11P098852","1.25821244716644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK4"
"KRT82","Keratin 82","Protein Coding","Q9NSB4","43","GC12M052393","1.25821244716644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT82"
"ACTL7B","Actin Like 7B","Protein Coding","Q9Y614","40","GC09M108854","1.25821244716644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL7B"
"CYRIA","CYFIP Related Rac1 Interactor A","Protein Coding","Q9H0Q0","38","GC02M016550","1.25821244716644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYRIA"
"LINC00664","Long Intergenic Non-Protein Coding RNA 664","RNA Gene","","16","GC19P132652","1.25821244716644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00664"
"UFM1","Ubiquitin Fold Modifier 1","Protein Coding","P61960","52","GC13P038349","1.25795865058899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFM1"
"MAF1","MAF1 Homolog, Negative Regulator Of RNA Polymerase III","Protein Coding","Q9H063","47","GC08P147849","1.25795865058899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAF1"
"APBB1IP","Amyloid Beta Precursor Protein Binding Family B Member 1 Interacting Protein","Protein Coding","Q7Z5R6","50","GC10P026446","1.25644278526306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBB1IP"
"PRDM15","PR/SET Domain 15","Protein Coding","P57071","45","GC21M041798","1.25641191005707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM15"
"CHMP2A","Charged Multivesicular Body Protein 2A","Protein Coding","O43633","50","GC19M058551","1.25602221488953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP2A"
"SENP3","SUMO Specific Peptidase 3","Protein Coding","Q9H4L4","50","GC17P132659","1.25595939159393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP3"
"SNRPD2","Small Nuclear Ribonucleoprotein D2 Polypeptide","Protein Coding","P62316","50","GC19M101142","1.25595939159393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD2"
"GMDS","GDP-Mannose 4,6-Dehydratase","Protein Coding","O60547","53","GC06M001624","1.25539660453796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMDS"
