drugbank_id,name,target_name,polypeptide_id,gene_name
DB12022,Evatanepag,,,
DB12024,PF-04418948,,,
DB12025,Triptolide,,,
DB12026,Voxilaprevir,,,
DB12027,Serdemetan,,,
DB12028,Broxuridine,,,
DB12029,Chlorogenic Acid,,,
DB12030,Fluorescein lisicol,,,
DB12031,Ammonio methacrylate copolymer type A,,,
DB12032,Atagabalin,,,
DB12035,Sarecycline,,,
DB12036,Naquotinib,,,
DB12037,Vedroprevir,,,
DB12039,Epicatechin,,,
DB12040,2-octyl cyanoacrylate,,,
DB12041,Mapracorat,,,
DB12042,Ibodutant,,,
DB12043,Sepetaprost,,,
DB12044,MK-0893,,,
DB12045,Mericitabine,,,
DB12046,Atopaxar,,,
DB12047,Ganetespib,,,
DB12048,Savolitinib,,,
DB12049,Dasolampanel etibutil,,,
DB12050,LY-3039478,,,
DB12051,Setrobuvir,,,
DB12052,Icariin,,,
DB12054,BQ-123,,,
DB12055,MK-0767,,,
DB12057,ORM-12741,,,
DB12058,Recoflavone,,,
DB12059,JNJ-40411813,,,
DB12060,RRx-001,,,
DB12061,Pardoprunox,Dopamine D2 receptor|Dopamine D3 receptor|Dopamine D4 receptor|5-hydroxytryptamine receptor 1A|,P14416|P35462|P21917|P08908|,DRD2|DRD3|DRD4|HTR1A|
DB12062,Volasertib,,,
DB12063,CERC-301,,,
DB12064,BMS-777607,,,
DB12065,Radalbuvir,,,
DB12066,Orteronel,,,
DB12067,BMS-394136,,,
DB12068,T-900607,,,
DB12069,Sovaprevir,,,
DB12070,Letermovir,,,
DB12071,Vabicaserin,,,
DB12072,Orantinib,,,
DB12073,Albaconazole,,,
DB12074,Censavudine,,,
DB12076,Surotomycin,,,
DB12078,Enobosarm,,,
DB12079,Gefarnate,,,
DB12080,Ritobegron,,,
DB12081,Anecortave,,,
DB12082,Vesnarinone,,,
DB12083,Mafosfamide,,,
DB12084,ADP-597,,,
DB12085,LCL-161,,,
DB12086,Oxitropium,,,
DB12087,Vanillyl alcohol,,,
DB12088,TT-232,,,
DB12091,Gadolinium,,,
DB12092,Naftopidil,,,
DB12093,Tetrahydropalmatine,Dopamine D1 receptor|Dopamine D2 receptor|,P21728|P14416|,DRD1|DRD2|
DB12094,Semapimod,,,
DB12095,Telotristat ethyl,Tryptophan 5-hydroxylase 2|Tryptophan 5-hydroxylase 1|,Q8IWU9|P17752|,TPH2|TPH1|
DB12096,PF-05175157,,,
DB12097,Mannitol busulfan,,,
DB12098,L-Baclofen,,,
DB12099,"UK-396,082",,,
DB12100,Abediterol,,,
DB12101,CC-220,,,
DB12105,Imagabalin,,,
DB12106,PF-06305591,,,
DB12107,Vaborbactam,,,
DB12108,Taselisib,,,
DB12109,CPI-613,,,
DB12110,m-Chlorophenylpiperazine,5-hydroxytryptamine receptor 2C|,P28335|,HTR2C|
DB12111,MK-212,,,
DB12112,Zuretinol acetate,,,
DB12113,CE-224535,,,
DB12114,Poziotinib,,,
DB12115,AZD-9164,,,
DB12116,Epigallocatechin gallate,"Aryl hydrocarbon receptor|DNA (cytosine-5)-methyltransferase 1|Dihydrofolate reductase, mitochondrial|",P35869|P26358|Q86XF0|,AHR|DNMT1|DHFRL1|
DB12117,Mitometh,,,
DB12120,Avoralstat,,,
DB12121,Entospletinib,,,
DB12122,Figopitant,,,
DB12123,Cinepazide,,,
DB12124,Namitecan,,,
DB12125,Dianicline,,,
DB12126,Bradykinin,,,
DB12127,Sultamicillin,,,
DB12128,Ulimorelin,Growth hormone secretagogue receptor type 1|,Q92847|,GHSR|
DB12129,Tideglusib,Glycogen synthase kinase-3 beta|,P49841|,GSK3B|
DB12130,Lorlatinib,ALK tyrosine kinase receptor|,Q9UM73|,ALK|
DB12131,Vinpocetine,,,
DB12133,BLXA4,,,
DB12134,Gepotidacin,,,
DB12135,Elubrixin,,,
DB12137,GSK-256066,,,
DB12138,PF-03715455,,,
DB12139,Alisporivir,,,
DB12140,Dilmapimod,Tumor necrosis factor|Interleukin-1 beta|Interleukin-6|,P01375|P01584|P05231|,TNF|IL1B|IL6|
DB12141,Gilteritinib,Receptor-type tyrosine-protein kinase FLT3|Serotonin Receptors|Tyrosine-protein kinase receptor UFO|ALK tyrosine kinase receptor|,P36888|P08908|P28222|P28221|P28566|P30939|P28223|P41595|P28335|P46098|O95264|Q8WXA8|Q70Z44|A5X5Y0|Q13639|P50406|P34969|P30530|Q9UM73|,FLT3|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR3C|HTR3D|HTR3E|HTR4|HTR6|HTR7|AXL|ALK|
DB12143,Rezatomidine,,,
DB12144,BMS-275183,,,
DB12145,AZD-0328,,,
DB12146,Rigosertib,,,
DB12147,Erdafitinib,Fibroblast growth factor receptor 1|Fibroblast growth factor receptor 2|Fibroblast growth factor receptor 3|Fibroblast growth factor receptor 4|RET proto-oncogene|Macrophage colony-stimulating factor 1 receptor|Platelet-derived growth factor receptor alpha|Platelet-derived growth factor receptor beta|Mast/stem cell growth factor receptor Kit|Vascular endothelial growth factor receptor 2|,P11362|P21802|P22607|P22455|P07333|P16234|P09619|P10721|P35968|,FGFR1|FGFR2|FGFR3|FGFR4|CSF1R|PDGFRA|PDGFRB|KIT|KDR|
DB12148,Menatetrenone,,,
DB12149,S-3304,,,
DB12150,Pelubiprofen,,,
DB12151,Brincidofovir,,,
DB12153,Citicoline,,,
DB12154,Itacitinib,,,
DB12155,Napabucasin,,,
DB12156,Cordycepin,,,
DB12158,Filorexant,,,
DB12160,Bucillamine,,,
DB12161,Deutetrabenazine,Synaptic vesicular amine transporter|,Q05940|,SLC18A2|
DB12162,HX-1171,,,
DB12163,Sarpogrelate,5-hydroxytryptamine receptor 2C|5-hydroxytryptamine receptor 2A|,P28335|P28223|,HTR2C|HTR2A|
DB12165,Presatovir,,,
DB12167,LY-3023414,,,
DB12168,MK-0557,,,
DB12170,Veledimex,,,
DB12172,Nimorazole,,,
DB12173,Diphencyprone,,,
DB12174,CUDC-101,,,
DB12176,Tricaprylin,,,
DB12177,Eplivanserin,5-hydroxytryptamine receptor 2A|5-hydroxytryptamine receptor 2C|,P28223|P28335|,HTR2A|HTR2C|
DB12178,Telinavir,,,
DB12179,Secoisolariciresinol,,,
DB12180,Apitolisib,,,
DB12181,Dalcetrapib,,,
DB12183,Sapitinib,,,
DB12184,Gepirone,,,
DB12185,Exatecan,,,
DB12186,SRT-2104,,,
DB12187,Abacavir hydroxyacetate,,,
DB12188,Zicronapine,,,
DB12190,Faropenem,,,
DB12191,Obatoclax,Apoptosis regulator Bcl-2|,P10415|,BCL2|
DB12192,Emeramide,,,
DB12193,Ajulemic acid,,,
DB12194,Atamestane,,,
DB12195,VP-14637,,,
DB12196,CP-866087,,,
DB12197,Auriclosene,,,
DB12198,Fosdagrocorat,,,
DB12199,TRV-120027,,,
DB12200,Tivantinib,Hepatocyte growth factor receptor|,P08581|,MET|
DB12201,PF-03654746,,,
DB12203,Tozadenant,,,
DB12204,Terbogrel,,,
DB12206,N-6022,,,
DB12207,Verdinexor,,,
DB12208,Iron isomaltoside 1000,,,
DB12209,Tirasemtiv,,,
DB12210,AZD-6280,,,
DB12211,PSI-697,,,
DB12212,Landiolol,,,
DB12214,Luseogliflozin,,,
DB12216,Bergapten,,,
DB12218,Capivasertib,,,
DB12219,GSK-424887,,,
DB12220,ORG-25935,,,
DB12221,Canrenone,,,
DB12222,Lurtotecan,,,
DB12223,Squaric acid dibutyl ester,,,
DB12224,Oxothiazolidinecarboxylic acid,,,
DB12225,Beclabuvir,,,
DB12226,Terameprocol,,,
DB12227,Tetulomab tetraxetan Lu-177,,,
DB12228,Telcagepant,Calcitonin gene-related peptide 1|Calcitonin gene-related peptide 2|Calcitonin gene-related peptide type 1 receptor|,P06881|P10092|Q16602|,CALCA|CALCB|CALCRL|
DB12229,Cerlapirdine,,,
DB12230,Bunazosin,,,
DB12231,Temefos,,,
DB12232,KRN-7000,,,
DB12233,Iguratimod,,,
DB12234,BMS-214662,,,
DB12235,Estetrol,,,
DB12236,Bexagliflozin,,,
DB12237,GW-274150,,,
DB12238,MK-0777,,,
DB12239,Balicatib,,,
DB12241,TAK-733,,,
DB12242,AZD-7762,,,
DB12243,Edaravone,,,
DB12244,CP-601927,,,
DB12245,Triclabendazole,,,
DB12247,AZD-4547,,,
DB12248,Tulobuterol,Beta-2 adrenergic receptor|,P07550|,ADRB2|
DB12251,Moxaverine,,,
DB12252,PG-701,,,
DB12253,GDC-0810,,,
DB12254,ABT-751,,,
DB12255,Vadadustat,,,
DB12257,Platinum,,,
DB12259,CG-200745,,,
DB12260,Radiprodil,,,
DB12262,CRS-3123,,,
DB12263,Begacestat,,,
DB12264,Atevirdine,,,
DB12265,Fexinidazole,,,
DB12266,Epofolate,,,
DB12267,Brigatinib,ALK tyrosine kinase receptor|Epidermal growth factor receptor|Tyrosine-protein kinase ABL1|Insulin-like growth factor 1 receptor|Receptor-type tyrosine-protein kinase FLT3|Insulin receptor|Hepatocyte growth factor receptor|Receptor tyrosine-protein kinase erbB-4|Receptor tyrosine-protein kinase erbB-2|,Q9UM73|P00533|P00519|P08069|P36888|P06213|P08581|Q15303|P04626|,ALK|EGFR|ABL1|IGF1R|FLT3|INSR|MET|ERBB4|ERBB2|
DB12268,Carmegliptin,,,
DB12269,PF-06273340,,,
DB12270,Losmapimod,,,
DB12271,ORE-1001,Carboxypeptidase N catalytic chain|Carboxypeptidase N subunit 2|,P15169|P22792|,CPN1|CPN2|
DB12272,Vidupiprant,,,
DB12273,Ecopipam,,,
DB12275,Seviteronel,,,
DB12276,Apomine,,,
DB12277,Polihexanide,,,
DB12278,Propiverine,Muscarinic acetylcholine receptor M1|Muscarinic acetylcholine receptor M2|Muscarinic acetylcholine receptor M3|Muscarinic acetylcholine receptor M4|Muscarinic acetylcholine receptor M5|Voltage-dependent L-type calcium channel subunit alpha-1C|Alpha-1A adrenergic receptor|,P11229|P08172|P20309|P08173|P08912|Q13936|P35348|,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CACNA1C|ADRA1A|
DB12279,OBP-801,,,
DB12280,AZD-5423,,,
DB12282,Defactinib,,,
DB12283,Balapiravir,,,
DB12284,LY-2608204,,,
DB12285,Verubecestat,Beta-secretase 1|,P56817|,BACE1|
DB12286,Simendan,,,
DB12287,Talsaclidine,,,
DB12288,Piromelatine,,,
DB12289,Darexaban,,,
DB12290,Puerarin,,,
DB12291,Tacedinaline,,,
DB12292,Barusiban,,,
DB12293,Nefopam,,,
DB12295,Evodenoson,,,
DB12297,GLPG-0187,,,
DB12298,5-(hydroxymethyl)-2-furaldehyde,,,
DB12299,Bavisant,,,
DB12300,P-nitrobiphenyl,,,
DB12301,Doravirine,,,
DB12302,CP-724714,,,
DB12303,Motolimod,,,
DB12305,Dasotraline,Sodium-dependent dopamine transporter|Sodium-dependent serotonin transporter|Sodium-dependent noradrenaline transporter|,Q01959|P31645|P23975|,SLC6A3|SLC6A4|SLC6A2|
DB12306,Cipargamin,,,
DB12307,Foretinib,Hepatocyte growth factor|Vascular endothelial growth factor receptor 2|,P14210|P35968|,HGF|KDR|
DB12308,Eltanolone,,,
DB12309,GI-181771X,,,
DB12310,Trehalose,,,
DB12311,CP1-1189,,,
DB12312,ORG-25435,,,
DB12313,Dopexamine,,,
DB12314,Chlorproguanil,,,
DB12316,9CUAB30,,,
DB12318,BMS-599626,,,
DB12319,Benzbromarone,Cytochrome P450 2C9|Cytochrome P450 2C19|,P11712|P33261|,CYP2C9|CYP2C19|
DB12320,Palovarotene,,,
DB12321,Ifetroban,,,
DB12322,GW-870086,,,
DB12323,Radotinib,Tyrosine-protein kinase ABL1|,P00519|,ABL1|
DB12325,Idasanutlin,,,
DB12326,Antroquinonol,,,
DB12327,Salvinorin A,,,
DB12328,Cantharidin,Aryl hydrocarbon receptor|Skin epithelial cells|,P35869|,AHR|
DB12329,Eravacycline,,,
DB12332,Rucaparib,Poly [ADP-ribose] polymerase 1|Poly [ADP-ribose] polymerase 2|Poly [ADP-ribose] polymerase 3|,P09874|Q9UGN5|Q9Y6F1|,PARP1|PARP2|PARP3|
DB12333,SPK-843,,,
DB12334,Milataxel,Tubulin beta-1 chain|Tubulin beta chain|,Q9H4B7|P07437|,TUBB1|TUBB|
DB12336,GDC-0917,,,
DB12337,N-acetylsulfanilyl chloride,,,
DB12338,Carisbamate,,,
DB12339,Radezolid,Ribosome-binding protein 1|60S ribosome subunit biogenesis protein NIP7 homolog|,Q9P2E9|Q9Y221|,RRBP1|NIP7|
DB12340,Navitoclax,Apoptosis regulator Bcl-2|Bcl-2-like protein 2|Bcl2 antagonist of cell death|,P10415|Q92843|Q92934|,BCL2|BCL2L2|BAD|
DB12341,LY-2456302,,,
DB12343,Temocillin,,,
DB12345,MBX-2982,,,
DB12347,CG-400549,,,
DB12348,"5-amino-1,3,4-thiadiazole-2-thiol",,,
DB12350,Rostafuroxin,,,
DB12351,Siagoside,,,
DB12352,Bizelesin,,,
DB12353,Ulodesine,,,
DB12354,Imrecoxib,,,
DB12355,Netazepide,,,
DB12357,BMS-863233,,,
DB12358,Enbucrilate,,,
DB12359,BIIB021,,,
DB12360,PF-03654764,,,
DB12361,Piclozotan,,,
DB12362,Diaminopropanol tetraacetic acid,,,
DB12364,Betrixaban,Coagulation factor X|,P00742|,F10|
DB12365,Perzinfotel,,,
DB12367,Selurampanel,,,
DB12368,AZD-3839,,,
DB12369,Sotrastaurin,,,
DB12370,Ipamorelin,,,
DB12371,Siponimod,Sphingosine 1-phosphate receptor 5|Sphingosine 1-phosphate receptor 1|,Q9H228|P21453|,S1PR5|S1PR1|
DB12375,Oglemilast,,,
DB12376,Ricolinostat,,,
DB12377,Relebactam,,,
DB12378,Apricoxib,,,
DB12379,Indirubin,Cytochrome P450 1A1|Aryl hydrocarbon receptor|,P04798|P35869|,CYP1A1|AHR|
DB12380,GDC-0152,,,
DB12381,Merestinib,,,
DB12382,R-306465,,,
DB12383,Cytochlor,,,
DB12384,AR-67,,,
DB12385,10-hydroxycamptothecin,,,
DB12387,OSI-027,,,
DB12388,Evocalcet,,,
DB12389,Zamicastat,,,
DB12390,MBX-8025,,,
DB12391,Sagopilone,,,
DB12392,Resminostat,,,
DB12393,Fanapanel,,,
DB12394,Eleclazine,,,
DB12395,Esreboxetine,,,
DB12397,DSM-265,,,
DB12398,Naproxen etemesil,,,
DB12399,Polmacoxib,,,
DB12400,Voxtalisib,,,
DB12401,Bromperidol,,,
DB12402,Pumosetrag,,,
DB12403,Samarium,,,
DB12404,Remimazolam,GABA(A) Receptor|GABA(A) Receptor Benzodiazepine Binding Site|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRA1|GABRA2|GABRA3|GABRA5|GABRG1|GABRG2|GABRG3|
DB12405,Triciribine,,,
DB12406,Lisofylline,,,
DB12407,Iobitridol,,,
DB12408,PF-03635659,,,
DB12410,Sabarubicin,,,
DB12411,Bemcentinib,,,
DB12412,Gemigliptin,,,
DB12414,Usistapide,,,
DB12415,Galeterone,,,
DB12416,VTP-27999,,,
DB12417,Anagliptin,,,
DB12418,Saccharin,Carbonic anhydrase 3|,P07451|,CA3|
DB12419,HSD-016,,,
DB12420,Diazepinomicin,,,
DB12422,Sulforaphane,,,
DB12423,Fozivudine Tidoxil,,,
DB12424,MK-3207,,,
DB12425,Liothyronine I-131,,,
DB12426,Bitopertin,,,
DB12427,Orvepitant,,,
DB12428,PAC-14028,,,
DB12429,CI-1040,,,
DB12432,CC-401,,,
DB12433,SCH-900271,,,
DB12434,Steviolbioside,,,
DB12435,Tipelukast,,,
DB12436,Vofopitant,Neurokinin 1 receptor|,P25103|,TACR1|
DB12438,Filociclovir,,,
DB12439,Ioforminol,,,
DB12440,Verdiperstat,,,
DB12441,Tavilermide,,,
DB12442,Alvespimycin,Heat shock protein HSP 90-alpha|,P07900|,HSP90AA1|
DB12443,Sonedenoson,,,
DB12444,Theanine,,,
DB12445,Nitroaspirin,Prostaglandin G/H synthase 1|,P23219|,PTGS1|
DB12446,Derenofylline,,,
DB12447,Nadifloxacin,,,
DB12448,Lifibrol,,,
DB12449,Tempol,,,
DB12450,Propyl Gallate,Estrogen receptor alpha|,P03372|,ESR1|
DB12451,SCY-635,,,
DB12452,Caprylic alcohol,,,
DB12453,Chlorine dioxide,,,
DB12454,Zalypsis,,,
DB12455,Omadacycline,,,
DB12457,Rimegepant,Calcitonin gene-related peptide type 1 receptor|,Q16602|,CALCRL|
DB12458,Muscimol,Gamma-aminobutyric acid receptor subunit alpha-1|Gamma-aminobutyric acid receptor subunit beta-3|Gamma-aminobutyric acid receptor subunit gamma-2|,P14867|P28472|P18507|,GABRA1|GABRB3|GABRG2|
DB12459,Belotecan,,,
DB12461,GLPG-0492,,,
DB12462,Ralinepag,,,
DB12463,Semagacestat,,,
DB12464,Bevenopran,,,
DB12465,Ketanserin,5-hydroxytryptamine receptor 2A|,P28223|,HTR2A|
DB12466,Favipiravir,,,
DB12467,TU-100,,,
DB12468,Pf-04531083,,,
DB12470,Dexelvucitabine,,,
DB12471,MK-3118,,,
DB12472,Levodropropizine,,,
DB12473,Taurolidine,,,
DB12474,Lynestrenol,,,
DB12475,Biphenyl dimethyl dicarboxylate,,,
DB12476,CPG-52852,,,
DB12477,Perfluoro tert-butylcyclohexane,,,
DB12478,Piribedil,Dopamine D2 receptor|Dopamine D3 receptor|,P14416|P35462|,DRD2|DRD3|
DB12479,Zabofloxacin,,,
DB12480,Betulinic Acid,,,
DB12481,Barium,,,
DB12482,Acotiamide,,,
DB12483,Copanlisib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform|",P42336|O00329|,PIK3CA|PIK3CD|
DB12484,Tetrahydrouridine,,,
DB12485,Pimonidazole,,,
DB12486,Elobixibat,,,
DB12487,Promestriene,,,
DB12491,Fasiglifam,,,
DB12492,Piritramide,,,
DB12493,PD-217014,,,
DB12494,SGI-1776,,,
DB12495,Selepressin,,,
DB12497,Alagebrium,,,
DB12499,Clascoterone,Androgen receptor|,P10275|,AR|
DB12500,Fedratinib,Tyrosine-protein kinase JAK2|Receptor-type tyrosine-protein kinase FLT3|Tyrosine-protein kinase JAK1|,O60674|P36888|P23458|,JAK2|FLT3|JAK1|
DB12501,ABT-384,,,
DB12504,JNJ-40346527,,,
DB12505,E-7820,,,
DB12506,Fenamole,,,
DB12507,Atecegatran metoxil,,,
DB12508,E7107,,,
DB12509,Imeglimin,,,
DB12510,Ozone,,,
DB12511,Imiglitazar,,,
DB12512,Verucerfont,,,
DB12513,Omaveloxolone,,,
DB12514,Iofolastat I-123,,,
DB12515,9-aminocamptothecin,,,
DB12517,PF-00446687,,,
DB12518,Raclopride,Dopamine D2 receptor|,P14416|,DRD2|
DB12519,Sarcosine,,,
DB12521,Methyl pyrrolidone,,,
DB12522,Toreforant,,,
DB12523,Mizolastine,,,
DB12524,BI-671800,,,
DB12526,Batefenterol,,,
DB12527,Sofinicline,,,
DB12528,Glyceryl Trierucate,,,
DB12529,Nitrite,,,
DB12531,Lobucavir,,,
DB12532,Oxetacaine,Gastrin|,P01350|,GAST|
DB12533,Cevipabulin,,,
DB12535,AC-430,,,
DB12536,N-acetylmannosamine,,,
DB12537,Benzodiazepine,GABA(A) Receptor|GABA(A) Receptor Benzodiazepine Binding Site|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRA1|GABRA2|GABRA3|GABRA5|GABRG1|GABRG2|GABRG3|
DB12538,Nepadutant,,,
DB12539,Oltipraz,,,
DB12540,Lecozotan,,,
DB12541,SAR-405838,,,
DB12542,GSK-356278,,,
DB12543,Samidorphan,,,
DB12545,Indobufen,,,
DB12547,LY-2886721,,,
DB12548,Sparsentan,Angiotensinogen|Endothelin-1 receptor|,P01019|P25101|,AGT|EDNRA|
DB12549,Pyrazoloacridine,,,
DB12550,Taladegib,,,
DB12551,Idazoxan,,,
DB12553,Fluocinolone,,,
DB12554,Mebeverine,,,
DB12555,Nelotanserin,5-hydroxytryptamine receptor 2A|,P28223|,HTR2A|
DB12556,MK-5108,,,
DB12557,FK-614,,,
DB12558,AEE-788,,,
DB12559,EC-17,,,
DB12561,WNT-974,,,
DB12562,Setipiprant,,,
DB12563,MK-0686,,,
DB12564,Gemcitabine elaidate,,,
DB12565,Abexinostat,Histone deacetylase 1|,Q13547|,HDAC1|
DB12566,Decernotinib,,,
DB12567,Camicinal,,,
DB12569,Tonapofylline,Adenosine receptor A1|,P30542|,ADORA1|
DB12570,CC-223,,,
DB12571,Rimacalib,,,
DB12572,Pexacerfont,,,
DB12573,LY-2452473,,,
DB12574,LY-295501,,,
DB12575,Ronopterin,,,
DB12576,AZD-3043,,,
DB12577,Fosbretabulin,,,
DB12578,Lexaptepid Pegol,,,
DB12579,JNJ-37822681,Dopamine D2 receptor|,P14416|,DRD2|
DB12580,Tradipitant,,,
DB12581,Ozarelix,,,
DB12582,Piperine,Nuclear receptor subfamily 1 group I member 2|,O75469|,NR1I2|
DB12583,Maltodextrin,,,
DB12585,Ondelopran,,,
DB12586,Anhydrovinblastine,,,
DB12587,Razupenem,,,
DB12588,AZD-1480,,,
DB12590,Indiplon,,,
DB12591,BMS-911543,,,
DB12592,EC-18,,,
DB12593,Apaziquone,,,
DB12594,AZD-9056,,,
DB12596,Combretastatin,,,
DB12597,ABL-001,,,
DB12598,Nafamostat,Prothrombin|Coagulation factor X|Coagulation factor XII|Trypsin-1|Kallikrein-1|Intercellular adhesion molecule 1|,P00734|P00742|P00748|P07477|P06870|P05362|,F2|F10|F12|PRSS1|KLK1|ICAM1|
DB12601,Sonolisib,,,
DB12602,Pentetreotide,,,
DB12604,Sisomicin,,,
DB12605,Etripamil,,,
DB12606,Netivudine,,,
DB12608,Emixustat,,,
DB12610,Ebselen,Bifunctional epoxide hydrolase 2|,P34913|,EPHX2|
DB12611,PF-477736,,,
DB12612,Ozanimod,Sphingosine 1-phosphate receptor 1|Sphingosine 1-phosphate receptor 5|,P21453|Q9H228|,S1PR1|S1PR5|
DB12613,Davunetide,,,
DB12614,Reparixin,,,
DB12615,Plazomicin,,,
DB12617,Mizoribine,,,
DB12618,Apocynin,,,
DB12619,BMS-188797,,,
DB12621,ST-101,,,
DB12622,Lupeol,,,
DB12623,Taprenepag,,,
DB12624,Octenidine,,,
DB12625,Evogliptin,,,
DB12627,GSK-1292263,,,
DB12628,Methyl-D9-choline,,,
DB12629,"3,5-diiodothyropropionic acid",,,
DB12630,Isopentyl 2-cyanoacrylate,,,
DB12631,Aclerastide,,,
DB12632,JNJ-41443532,,,
DB12633,BMS-184476,,,
DB12635,Aleplasinin,,,
DB12637,Onapristone,Glucocorticoid receptor|Probable G-protein coupled receptor 133|,P04150|Q6QNK2|,NR3C1|ADGRD1|
DB12638,PU-H71,,,
DB12640,CP-609754,,,
DB12641,Tedatioxetine,,,
DB12642,Olumacostat glasaretil,,,
DB12643,Nelivaptan,,,
DB12644,AZD-2066,,,
DB12645,Givinostat,,,
DB12647,Tocotrienol,,,
DB12648,Nona-arginine,,,
DB12649,Ibipinabant,,,
DB12650,L-deprenyl-D2 C-11,,,
DB12651,Bardoxolone,Caspase-8|,Q14790|,CASP8|
DB12654,GSK-376501,,,
DB12655,Patidegib,,,
DB12657,JNJ-42396302,,,
DB12658,AFN-1252,,,
DB12659,SJ-733,,,
DB12660,Samatasvir,,,
DB12661,Urapidil,,,
DB12662,Naveglitazar,Peroxisome proliferator-activated receptor gamma|,P37231|,PPARG|
DB12663,Letrazuril,,,
DB12664,Indantadol,,,
DB12665,Isoquercetin,,,
DB12666,Emapunil,,,
DB12667,Protionamide,,,
DB12668,Metenkefalin,Delta-type opioid receptor|Mu-type opioid receptor|,P41143|P35372|,OPRD1|OPRM1|
DB12669,4SC-203,,,
DB12670,Rolofylline,Adenosine receptor A1|,P30542|,ADORA1|
DB12671,Beloranib,,,
DB12672,Icaritin,,,
DB12673,ATX-914,,,
DB12674,Lurbinectedin,DNA|,,
DB12675,PF-04995274,,,
DB12676,Modufolin,,,
DB12677,Soblidotin,,,
DB12678,Relamorelin,,,
DB12679,WP 1066,,,
DB12680,Intepirdine,,,
DB12681,Salirasib,,,
DB12682,Mubritinib,,,
DB12685,K-134,,,
DB12686,PHA-793887,,,
DB12687,Vesatolimod,,,
DB12689,Azeliragon,,,
DB12690,LY-2584702,,,
DB12691,UK-432097,,,
DB12692,Gusperimus,,,
DB12693,Ritanserin,5-hydroxytryptamine receptor 2A|,P28223|,HTR2A|
DB12694,CE-326597,,,
DB12695,Phenethyl Isothiocyanate,"Actin, aortic smooth muscle|Actin, cytoplasmic 1|ATP synthase subunit beta, mitochondrial|ATP synthase subunit e, mitochondrial|ATP synthase subunit g, mitochondrial|Cytochrome b5 type B|Diablo homolog, mitochondrial|F-box only protein 41|Heterogeneous nuclear ribonucleoprotein F|Heterogeneous nuclear ribonucleoprotein K|Heat shock 70 kDa protein 4|Heat shock protein beta-1|10 kDa heat shock protein, mitochondrial|Heat shock protein 105 kDa|NADH-ubiquinone oxidoreductase chain 1|Nuclear migration protein nudC|Pappalysin-1|Proteasome subunit alpha type-3|26S protease regulatory subunit 6A|Ran-specific GTPase-activating protein|Protein S100-A10|Splicing factor 3A subunit 3|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1|Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial|Tumor protein D54|Tropomyosin alpha-1 chain|Tropomyosin alpha-3 chain|Tropomyosin alpha-4 chain|Tubulin alpha-1A chain|Tubulin alpha-3C/D chain|Tubulin alpha-4A chain|Tubulin beta-1 chain|Tubulin beta-2A chain|Tubulin beta-3 chain|Tubulin beta-4B chain|Thioredoxin|Ubiquitin carboxyl-terminal hydrolase isozyme L1|Ubiquitin carboxyl-terminal hydrolase 14|Transitional endoplasmic reticulum ATPase|Vimentin|14-3-3 protein beta/alpha|14-3-3 protein epsilon|14-3-3 protein eta|14-3-3 protein theta|14-3-3 protein zeta/delta|",P62736|P60709|P06576|P56385|O75964|O43169|Q9NR28|Q8TF61|P52597|P61978|P34932|P04792|P61604|Q92598|P03886|Q9Y266|Q13219|P25788|P17980|P43487|P60903|Q12874|Q969G3|Q96I99|O43399|P09493|P06753|P67936|Q71U36|Q13748|P68366|Q9H4B7|Q13885|Q13509|P68371|P10599|P09936|P54578|P55072|P08670|P31946|P62258|Q04917|P27348|P63104|,ACTA2|ACTB|ATP5B|ATP5I|ATP5L|CYB5B|DIABLO|FBXO41|HNRNPF|HNRNPK|HSPA4|HSPB1|HSPE1|HSPH1|MT-ND1|NUDC|PAPPA|PSMA3|PSMC3|RANBP1|S100A10|SF3A3|SMARCE1|SUCLG2|TPD52L2|TPM1|TPM3|TPM4|TUBA1A|TUBA3C|TUBA4A|TUBB1|TUBB2A|TUBB3|TUBB4B|TXN|UCHL1|USP14|VCP|VIM|YWHAB|YWHAE|YWHAH|YWHAQ|YWHAZ|
DB12696,BMS-582949,,,
